Location,Year,Value,rural pop,urban pop,electric_rural,Value_class
AUS,1960,180212.25889755905,18.471,81.529,33287.00634096813,Medium
AUS,1961,180212.25889755905,18.059,81.941,32544.53183431019,Medium
AUS,1962,180212.25889755905,17.772,82.22800000000001,32027.322651274197,Medium
AUS,1963,180212.25889755905,17.489,82.511,31517.321958594104,Medium
AUS,1964,180212.25889755905,17.208,82.792,31010.92551109196,Medium
AUS,1965,180212.25889755905,16.932,83.068,30513.539676534696,Medium
AUS,1966,180212.25889755905,16.66,83.34,30023.362332333338,Medium
AUS,1967,180212.25889755905,16.493,83.507,29722.407859974413,Medium
AUS,1968,180212.25889755905,16.328,83.672,29425.05763279344,Medium
AUS,1969,180212.25889755905,16.164,83.836,29129.509528201444,Medium
AUS,1970,180212.25889755905,16.001,83.999,28835.763546198425,Medium
AUS,1971,180212.25889755905,15.84,84.16,28545.62180937335,Medium
AUS,1972,180212.25889755905,15.68,84.32,28257.282195137257,Medium
AUS,1973,180212.25889755905,15.522,84.478,27972.546826079117,Medium
AUS,1974,180212.25889755905,15.364,84.636,27687.811457020973,Medium
AUS,1975,180212.25889755905,15.208,84.792,27406.68033314078,Medium
AUS,1976,180212.25889755905,15.053,84.947,27127.351331849564,Medium
AUS,1977,180212.25889755905,14.9,85.1,26851.626575736296,Medium
AUS,1978,180212.25889755905,14.748,85.252,26577.703942212007,Medium
AUS,1979,180212.25889755905,14.597,85.403,26305.583431276693,Medium
AUS,1980,180212.25889755905,14.448,85.55199999999999,26037.06716551933,Medium
AUS,1981,180212.25889755905,14.3,85.7,25770.353022350948,Medium
AUS,1982,180212.25889755905,14.33,85.67,25824.41670002021,Medium
AUS,1983,180212.25889755905,14.359,85.641,25876.6782551005,Medium
AUS,1984,180212.25889755905,14.389,85.611,25930.741932769768,Medium
AUS,1985,180212.25889755905,14.418,85.582,25983.003487850063,Medium
AUS,1986,180212.25889755905,14.448,85.55199999999999,26037.06716551933,Medium
AUS,1987,180212.25889755905,14.478,85.522,26091.1308431886,Medium
AUS,1988,180212.25889755905,14.507,85.493,26143.39239826889,Medium
AUS,1989,180212.25889755905,14.537,85.463,26197.45607593816,Medium
AUS,1990,180212.25889755905,14.567,85.43299999999999,26251.519753607427,Medium
AUS,1991,180212.25889755905,14.597,85.403,26305.583431276693,Medium
AUS,1992,180212.25889755905,14.715,85.285,26518.23389677581,Medium
AUS,1993,180212.25889755905,14.843,85.157,26748.90558816469,Medium
AUS,1994,180212.25889755905,14.972,85.028,26981.37940214254,Medium
AUS,1995,180212.25889755905,15.102,84.898,27215.65533870937,Medium
AUS,1996,180212.25889755905,15.233,84.767,27451.73339786517,Medium
AUS,1997,180212.25889755905,15.364,84.636,27687.811457020973,Medium
AUS,1998,180212.25889755905,15.497,84.503,27927.493761354726,Medium
AUS,1999,180212.25889755905,15.63,84.37,28167.17606568848,Medium
AUS,2000,180212.25889755905,15.765,84.235,28410.462615200187,Medium
AUS,2001,180212.25889755905,15.9,84.1,28653.749164711888,Medium
AUS,2002,180212.25889755905,15.778,84.222,28433.89020885687,Medium
AUS,2003,180212.25889755905,15.657,84.343,28215.833375590817,Medium
AUS,2004,180212.25889755905,15.537,84.463,27999.57866491375,Medium
AUS,2005,180212.25889755905,15.418,84.582,27785.12607682565,Medium
AUS,2006,180212.25889755905,15.3,84.7,27572.47561132653,Medium
AUS,2007,180212.25889755905,15.178,84.822,27352.616655471516,Medium
AUS,2008,180212.25889755905,15.057,84.943,27134.55982220547,Medium
AUS,2009,180212.25889755905,14.937,85.063,26918.3051115284,Medium
AUS,2010,180212.25889755905,14.818,85.182,26703.852523440302,Medium
AUS,2011,180212.25889755905,14.7,85.3,26491.20205794118,Medium
AUS,2012,180212.25889755905,14.598,85.402,26307.385553865668,Medium
AUS,2013,180212.25889755905,14.498,85.502,26127.17329496811,Medium
AUS,2014,180212.25889755905,14.398,85.602,25946.961036070552,Medium
AUS,2015,105209.8117405583,14.299,85.701,15043.950980782432,Medium
AUS,1960,180212.25889755905,18.471,81.529,33287.00634096813,Medium
AUS,1961,180212.25889755905,18.059,81.941,32544.53183431019,Medium
AUS,1962,180212.25889755905,17.772,82.22800000000001,32027.322651274197,Medium
AUS,1963,180212.25889755905,17.489,82.511,31517.321958594104,Medium
AUS,1964,180212.25889755905,17.208,82.792,31010.92551109196,Medium
AUS,1965,180212.25889755905,16.932,83.068,30513.539676534696,Medium
AUS,1966,180212.25889755905,16.66,83.34,30023.362332333338,Medium
AUS,1967,180212.25889755905,16.493,83.507,29722.407859974413,Medium
AUS,1968,180212.25889755905,16.328,83.672,29425.05763279344,Medium
AUS,1969,180212.25889755905,16.164,83.836,29129.509528201444,Medium
AUS,1970,180212.25889755905,16.001,83.999,28835.763546198425,Medium
AUS,1971,180212.25889755905,15.84,84.16,28545.62180937335,Medium
AUS,1972,180212.25889755905,15.68,84.32,28257.282195137257,Medium
AUS,1973,180212.25889755905,15.522,84.478,27972.546826079117,Medium
AUS,1974,67938.0,15.364,84.636,10437.99432,Medium
AUS,1975,71823.0,15.208,84.792,10922.84184,Medium
AUS,1976,74710.0,15.053,84.947,11246.0963,Medium
AUS,1977,80257.0,14.9,85.1,11958.293,Medium
AUS,1978,83436.0,14.748,85.252,12305.14128,Medium
AUS,1979,88152.0,14.597,85.403,12867.547439999998,Medium
AUS,1980,92468.0,14.448,85.55199999999999,13359.77664,Medium
AUS,1981,99217.0,14.3,85.7,14188.031,Medium
AUS,1982,99929.0,14.33,85.67,14319.8257,Medium
AUS,1983,100625.0,14.359,85.641,14448.74375,Medium
AUS,1984,106374.0,14.389,85.611,15306.15486,Medium
AUS,1985,114295.0,14.418,85.582,16479.0531,Medium
AUS,1986,119102.0,14.448,85.55199999999999,17207.85696,Medium
AUS,1987,125291.0,14.478,85.522,18139.63098,Medium
AUS,1988,131163.0,14.507,85.493,19027.81641,Medium
AUS,1989,139174.0,14.537,85.463,20231.72438,Medium
AUS,1990,144926.0,14.567,85.43299999999999,21111.37042,Medium
AUS,1991,147121.0,14.597,85.403,21475.25237,Medium
AUS,1992,149306.0,14.715,85.285,21970.3779,Medium
AUS,1993,153420.0,14.843,85.157,22772.1306,Medium
AUS,1994,157232.0,14.972,85.028,23540.77504,Medium
AUS,1995,162402.0,15.102,84.898,24525.950040000003,Medium
AUS,1996,166640.0,15.233,84.767,25384.2712,Medium
AUS,1997,171912.0,15.364,84.636,26412.55968,Medium
AUS,1998,183015.0,15.497,84.503,28361.83455,High
AUS,1999,190064.0,15.63,84.37,29707.0032,High
AUS,2000,195402.0,15.765,84.235,30805.125300000003,High
AUS,2001,206772.0,15.9,84.1,32876.748,High
AUS,2002,213004.0,15.778,84.222,33607.77112,High
AUS,2003,208673.0,15.657,84.343,32671.93161,High
AUS,2004,215985.0,15.537,84.463,33557.58945,High
AUS,2005,214526.0,15.418,84.582,33075.61868,High
AUS,2006,218390.0,15.3,84.7,33413.67,High
AUS,2007,227066.0,15.178,84.822,34464.07748,High
AUS,2008,228073.0,15.057,84.943,34340.951610000004,High
AUS,2009,232142.0,14.937,85.063,34675.050540000004,High
AUS,2010,237420.0,14.818,85.182,35180.8956,High
AUS,2011,240877.0,14.7,85.3,35408.918999999994,High
AUS,2012,236814.0,14.598,85.402,34570.10772,High
AUS,2013,235872.0,14.498,85.502,34196.72256,High
AUS,2014,233468.0,14.398,85.602,33614.72264,High
AUS,2015,105209.8117405583,14.299,85.701,15043.950980782432,Medium
AUT,1960,180212.25889755905,35.28,64.72,63578.88493905883,Medium
AUT,1961,180212.25889755905,35.186,64.814,63409.485415695126,Medium
AUT,1962,180212.25889755905,35.137,64.863,63321.18140883533,Medium
AUT,1963,180212.25889755905,35.087,64.913,63231.07527938655,Medium
AUT,1964,180212.25889755905,35.038,64.962,63142.771272526734,Medium
AUT,1965,180212.25889755905,34.989,65.011,63054.46726566693,Medium
AUT,1966,180212.25889755905,34.939,65.061,62964.36113621816,Medium
AUT,1967,180212.25889755905,34.89,65.11,62876.05712935835,Medium
AUT,1968,180212.25889755905,34.841,65.15899999999999,62787.75312249855,Medium
AUT,1969,180212.25889755905,34.792,65.208,62699.449115638745,Medium
AUT,1970,180212.25889755905,34.742,65.25800000000001,62609.34298618996,Medium
AUT,1971,180212.25889755905,34.699,65.301,62531.85171486401,Medium
AUT,1972,180212.25889755905,34.689,65.311,62513.83048897425,Medium
AUT,1973,180212.25889755905,34.679,65.321,62495.80926308451,Medium
AUT,1974,180212.25889755905,34.669,65.331,62477.78803719474,Medium
AUT,1975,180212.25889755905,34.659,65.34100000000001,62459.766811305,Medium
AUT,1976,180212.25889755905,34.649,65.351,62441.74558541524,Medium
AUT,1977,180212.25889755905,34.639,65.36099999999999,62423.72435952549,Medium
AUT,1978,180212.25889755905,34.629,65.37100000000001,62405.70313363572,Medium
AUT,1979,180212.25889755905,34.619,65.381,62387.681907745966,Medium
AUT,1980,180212.25889755905,34.609,65.39099999999999,62369.66068185621,Medium
AUT,1981,180212.25889755905,34.636,65.364,62418.31799175855,Medium
AUT,1982,180212.25889755905,34.9,65.1,62894.0783552481,Medium
AUT,1983,180212.25889755905,35.164,64.836,63369.83871873767,Medium
AUT,1984,180212.25889755905,35.43,64.57,63849.20332740517,Medium
AUT,1985,180212.25889755905,35.695,64.305,64326.7658134837,Medium
AUT,1986,180212.25889755905,35.963,64.037,64809.73466732916,Medium
AUT,1987,180212.25889755905,36.231,63.769,65292.70352117462,Medium
AUT,1988,180212.25889755905,36.5,63.5,65777.47449760904,Medium
AUT,1989,180212.25889755905,36.769,63.231,66262.24547404348,Medium
AUT,1990,180212.25889755905,37.04,62.96,66750.62069565587,Medium
AUT,1991,180212.25889755905,37.311,62.689,67238.99591726826,Medium
AUT,1992,180212.25889755905,37.583,62.417,67729.17326146962,Medium
AUT,1993,180212.25889755905,37.856,62.144,68221.15272825996,Medium
AUT,1994,180212.25889755905,38.13,61.87,68714.93431763927,Medium
AUT,1995,180212.25889755905,38.404,61.596,69208.71590701859,Medium
AUT,1996,180212.25889755905,38.68,61.32,69706.10174157584,Medium
AUT,1997,180212.25889755905,38.955,61.045,70201.68545354412,Medium
AUT,1998,180212.25889755905,39.232,60.768,70700.87341069037,Medium
AUT,1999,180212.25889755905,39.509,60.491,71200.0613678366,Medium
AUT,2000,180212.25889755905,39.787,60.213,71701.05144757182,Medium
AUT,2001,180212.25889755905,40.066,59.934,72203.843649896,Medium
AUT,2002,180212.25889755905,40.345,59.655,72706.63585222019,Medium
AUT,2003,180212.25889755905,40.625,59.375,73211.23017713336,Medium
AUT,2004,180212.25889755905,40.906,59.094,73717.6266246355,Medium
AUT,2005,180212.25889755905,41.187,58.813,74224.02307213764,Medium
AUT,2006,180212.25889755905,41.468,58.532,74730.41951963979,Medium
AUT,2007,180212.25889755905,41.751,58.249,75240.42021231988,Medium
AUT,2008,180212.25889755905,42.034,57.966,75750.42090499996,Medium
AUT,2009,180212.25889755905,42.317,57.683,76260.42159768006,Medium
AUT,2010,180212.25889755905,42.601,57.399,76772.22441294913,Medium
AUT,2011,180212.25889755905,42.885,57.115,77284.02722821818,Medium
AUT,2012,180212.25889755905,42.853,57.147,77226.35930537098,Medium
AUT,2013,180212.25889755905,42.664,57.336,76885.7581360546,Medium
AUT,2014,180212.25889755905,42.474,57.526,76543.35484414922,Medium
AUT,2015,105209.8117405583,42.285,57.715,44487.96889449508,Medium
AUT,1960,180212.25889755905,35.28,64.72,63578.88493905883,Medium
AUT,1961,180212.25889755905,35.186,64.814,63409.485415695126,Medium
AUT,1962,180212.25889755905,35.137,64.863,63321.18140883533,Medium
AUT,1963,180212.25889755905,35.087,64.913,63231.07527938655,Medium
AUT,1964,180212.25889755905,35.038,64.962,63142.771272526734,Medium
AUT,1965,180212.25889755905,34.989,65.011,63054.46726566693,Medium
AUT,1966,180212.25889755905,34.939,65.061,62964.36113621816,Medium
AUT,1967,180212.25889755905,34.89,65.11,62876.05712935835,Medium
AUT,1968,180212.25889755905,34.841,65.15899999999999,62787.75312249855,Medium
AUT,1969,180212.25889755905,34.792,65.208,62699.449115638745,Medium
AUT,1970,180212.25889755905,34.742,65.25800000000001,62609.34298618996,Medium
AUT,1971,180212.25889755905,34.699,65.301,62531.85171486401,Medium
AUT,1972,180212.25889755905,34.689,65.311,62513.83048897425,Medium
AUT,1973,180212.25889755905,34.679,65.321,62495.80926308451,Medium
AUT,1974,32876.0,34.669,65.331,11397.78044,Low
AUT,1975,34137.0,34.659,65.34100000000001,11831.54283,Low
AUT,1976,34084.0,34.649,65.351,11809.76516,Low
AUT,1977,36552.0,34.639,65.36099999999999,12661.24728,Low
AUT,1978,36929.0,34.629,65.37100000000001,12788.14341,Low
AUT,1979,39504.0,34.619,65.381,13675.88976,Low
AUT,1980,40784.0,34.609,65.39099999999999,14114.93456,Low
AUT,1981,41613.0,34.636,65.364,14413.07868,Low
AUT,1982,41614.0,34.9,65.1,14523.285999999998,Low
AUT,1983,41305.0,35.164,64.836,14524.4902,Low
AUT,1984,41156.0,35.43,64.57,14581.5708,Low
AUT,1985,43225.0,35.695,64.305,15429.16375,Low
AUT,1986,43447.0,35.963,64.037,15624.84461,Low
AUT,1987,49182.0,36.231,63.769,17819.13042,Low
AUT,1988,47972.0,36.5,63.5,17509.78,Low
AUT,1989,48972.0,36.769,63.231,18006.514679999997,Low
AUT,1990,48376.0,37.04,62.96,17918.470400000002,Low
AUT,1991,49499.0,37.311,62.689,18468.57189,Low
AUT,1992,49372.0,37.583,62.417,18555.47876,Low
AUT,1993,51184.0,37.856,62.144,19376.21504,Low
AUT,1994,51992.0,38.13,61.87,19824.5496,Medium
AUT,1995,54943.0,38.404,61.596,21100.30972,Medium
AUT,1996,53155.0,38.68,61.32,20560.354,Medium
AUT,1997,55142.0,38.955,61.045,21480.5661,Medium
AUT,1998,55511.0,39.232,60.768,21778.07552,Medium
AUT,1999,58550.0,39.509,60.491,23132.5195,Medium
AUT,2000,59054.0,39.787,60.213,23495.81498,Medium
AUT,2001,60111.0,40.066,59.934,24084.07326,Medium
AUT,2002,59937.0,40.345,59.655,24181.58265,Medium
AUT,2003,57413.0,40.625,59.375,23324.03125,Medium
AUT,2004,61387.0,40.906,59.094,25110.96622,Medium
AUT,2005,63547.0,41.187,58.813,26173.10289,Medium
AUT,2006,62174.0,41.468,58.532,25782.31432,Medium
AUT,2007,63152.0,41.751,58.249,26366.59152,Medium
AUT,2008,64620.0,42.034,57.966,27162.3708,Medium
AUT,2009,66447.0,42.317,57.683,28118.37699,Medium
AUT,2010,68139.0,42.601,57.399,29027.89539,Medium
AUT,2011,62697.0,42.885,57.115,26887.60845,Medium
AUT,2012,69537.0,42.853,57.147,29798.69061,Medium
AUT,2013,64860.0,42.664,57.336,27671.8704,Medium
AUT,2014,62338.0,42.474,57.526,26477.44212,Medium
AUT,2015,105209.8117405583,42.285,57.715,44487.96889449508,Medium
BEL,1960,180212.25889755905,7.54,92.46,13588.00432087595,Medium
BEL,1961,180212.25889755905,7.446,92.554,13418.604797512246,Medium
BEL,1962,180212.25889755905,7.321,92.679,13193.339473890295,Medium
BEL,1963,180212.25889755905,7.165,92.835,12912.208350010107,Medium
BEL,1964,180212.25889755905,7.012,92.988,12636.48359389684,Medium
BEL,1965,180212.25889755905,6.863,93.137,12367.96732813948,Medium
BEL,1966,180212.25889755905,6.716,93.284,12103.055307560066,Medium
BEL,1967,180212.25889755905,6.572,93.428,11843.54965474758,Medium
BEL,1968,180212.25889755905,6.431,93.569,11589.450369702025,Medium
BEL,1969,180212.25889755905,6.293,93.707,11340.757452423391,Medium
BEL,1970,180212.25889755905,6.157,93.843,11095.66878032271,Medium
BEL,1971,180212.25889755905,6.024,93.976,10855.986475988955,Medium
BEL,1972,180212.25889755905,5.894,94.106,10621.71053942213,Medium
BEL,1973,180212.25889755905,5.767,94.233,10392.840970622232,Medium
BEL,1974,136.0,5.642,94.358,7.673120000000001,Low
BEL,1975,6408.0,5.52,94.48,353.7216,Low
BEL,1976,9485.0,5.4,94.6,512.19,Low
BEL,1977,11314.0,5.194,94.806,587.64916,Low
BEL,1978,11872.0,4.995,95.005,593.0064,Low
BEL,1979,10815.0,4.804,95.196,519.5526,Low
BEL,1980,11909.0,4.619,95.381,550.0767099999999,Low
BEL,1981,12219.0,4.465,95.535,545.5783499999999,Low
BEL,1982,14752.0,4.363,95.637,643.62976,Low
BEL,1983,22832.0,4.263,95.737,973.32816,Low
BEL,1984,26359.0,4.165,95.835,1097.85235,Low
BEL,1985,32692.0,4.07,95.93,1330.5644,Low
BEL,1986,37302.0,3.977,96.023,1483.50054,Low
BEL,1987,39764.0,3.885,96.115,1544.8313999999998,Low
BEL,1988,40887.0,3.796,96.204,1552.07052,Low
BEL,1989,39045.0,3.708,96.292,1447.7886,Low
BEL,1990,40546.0,3.623,96.377,1468.98158,Low
BEL,1991,40637.0,3.539,96.461,1438.1434300000003,Low
BEL,1992,41176.0,3.458,96.542,1423.86608,Low
BEL,1993,39736.0,3.378,96.622,1342.2820800000002,Low
BEL,1994,38533.0,3.3,96.7,1271.5890000000002,Low
BEL,1995,39192.0,3.223,96.777,1263.1581600000002,Low
BEL,1996,41150.0,3.149,96.851,1295.8135,Low
BEL,1997,45097.0,3.076,96.924,1387.18372,Low
BEL,1998,43889.0,3.004,96.996,1318.42556,Low
BEL,1999,46662.0,2.935,97.065,1369.5297,Low
BEL,2000,45747.0,2.871,97.129,1313.39637,Low
BEL,2001,44005.0,2.814,97.186,1238.3007,Low
BEL,2002,44987.0,2.759,97.241,1241.19133,Low
BEL,2003,44920.0,2.704,97.296,1214.6368,Low
BEL,2004,44899.0,2.65,97.35,1189.8235,Low
BEL,2005,45335.0,2.597,97.403,1177.34995,Low
BEL,2006,44314.0,2.546,97.454,1128.23444,Low
BEL,2007,45853.0,2.495,97.505,1144.03235,Low
BEL,2008,43359.0,2.445,97.555,1060.12755,Low
BEL,2009,44959.0,2.397,97.603,1077.66723,Low
BEL,2010,45729.0,2.349,97.651,1074.17421,Low
BEL,2011,45942.0,2.302,97.698,1057.58484,Low
BEL,2012,38464.0,2.256,97.744,867.7478399999999,Low
BEL,2013,40632.0,2.211,97.789,898.3735199999999,Low
BEL,2014,31969.0,2.167,97.833,692.7682299999999,Low
BEL,2015,105209.8117405583,2.124,97.876,2234.6564013694588,Medium
BEL,1960,180212.25889755905,7.54,92.46,13588.00432087595,Medium
BEL,1961,180212.25889755905,7.446,92.554,13418.604797512246,Medium
BEL,1962,180212.25889755905,7.321,92.679,13193.339473890295,Medium
BEL,1963,180212.25889755905,7.165,92.835,12912.208350010107,Medium
BEL,1964,180212.25889755905,7.012,92.988,12636.48359389684,Medium
BEL,1965,180212.25889755905,6.863,93.137,12367.96732813948,Medium
BEL,1966,180212.25889755905,6.716,93.284,12103.055307560066,Medium
BEL,1967,180212.25889755905,6.572,93.428,11843.54965474758,Medium
BEL,1968,180212.25889755905,6.431,93.569,11589.450369702025,Medium
BEL,1969,180212.25889755905,6.293,93.707,11340.757452423391,Medium
BEL,1970,180212.25889755905,6.157,93.843,11095.66878032271,Medium
BEL,1971,180212.25889755905,6.024,93.976,10855.986475988955,Medium
BEL,1972,180212.25889755905,5.894,94.106,10621.71053942213,Medium
BEL,1973,180212.25889755905,5.767,94.233,10392.840970622232,Medium
BEL,1974,40764.0,5.642,94.358,2299.90488,Low
BEL,1975,38934.0,5.52,94.48,2149.1568,Low
BEL,1976,45000.0,5.4,94.6,2430.0000000000005,Low
BEL,1977,44774.0,5.194,94.806,2325.56156,Low
BEL,1978,48356.0,4.995,95.005,2415.3822,Low
BEL,1979,49648.0,4.804,95.196,2385.08992,Low
BEL,1980,51015.0,4.619,95.381,2356.38285,Low
BEL,1981,48180.0,4.465,95.535,2151.237,Low
BEL,1982,47936.0,4.363,95.637,2091.44768,Low
BEL,1983,49927.0,4.263,95.737,2128.38801,Low
BEL,1984,51850.0,4.165,95.835,2159.5525,Medium
BEL,1985,54184.0,4.07,95.93,2205.2888,Medium
BEL,1986,55504.0,3.977,96.023,2207.39408,Medium
BEL,1987,59999.0,3.885,96.115,2330.96115,Medium
BEL,1988,61913.0,3.796,96.204,2350.2174800000003,Medium
BEL,1989,63972.0,3.708,96.292,2372.08176,Medium
BEL,1990,67266.0,3.623,96.377,2437.0471800000005,Medium
BEL,1991,68118.0,3.539,96.461,2410.6960200000003,Medium
BEL,1992,68348.0,3.458,96.542,2363.47384,Medium
BEL,1993,67097.0,3.378,96.622,2266.53666,Medium
BEL,1994,68509.0,3.3,96.7,2260.797,Medium
BEL,1995,70612.0,3.223,96.777,2275.82476,Medium
BEL,1996,72315.0,3.149,96.851,2277.19935,Medium
BEL,1997,75023.0,3.076,96.924,2307.70748,Medium
BEL,1998,79436.0,3.004,96.996,2386.25744,Medium
BEL,1999,80844.0,2.935,97.065,2372.7714,Medium
BEL,2000,80266.0,2.871,97.129,2304.43686,Medium
BEL,2001,76216.0,2.814,97.186,2144.71824,Medium
BEL,2002,78147.0,2.759,97.241,2156.07573,Medium
BEL,2003,80858.0,2.704,97.296,2186.40032,Medium
BEL,2004,81730.0,2.65,97.35,2165.845,Medium
BEL,2005,83396.0,2.597,97.403,2165.79412,Medium
BEL,2006,81977.0,2.546,97.454,2087.13442,Medium
BEL,2007,85098.0,2.495,97.505,2123.1951,Medium
BEL,2008,81384.0,2.445,97.555,1989.8388,Medium
BEL,2009,87523.0,2.397,97.603,2097.92631,Medium
BEL,2010,91486.0,2.349,97.651,2149.00614,Medium
BEL,2011,86659.0,2.302,97.698,1994.89018,Medium
BEL,2012,79783.0,2.256,97.744,1799.9044799999997,Medium
BEL,2013,80233.0,2.211,97.789,1773.9516299999998,Medium
BEL,2014,69965.0,2.167,97.833,1516.1415499999998,Medium
BEL,2015,105209.8117405583,2.124,97.876,2234.6564013694588,Medium
CAN,1960,180212.25889755905,30.939,69.061,55755.8707803158,Medium
CAN,1961,180212.25889755905,30.332,69.668,54661.982368807614,Medium
CAN,1962,180212.25889755905,29.506,70.494,53173.42911031377,Medium
CAN,1963,180212.25889755905,28.693,71.307,51708.303445476624,Medium
CAN,1964,180212.25889755905,27.893,72.107,50266.60537429615,Medium
CAN,1965,180212.25889755905,27.108,72.892,48851.93914195031,Medium
CAN,1966,180212.25889755905,26.358,73.642,47500.34720021861,Medium
CAN,1967,180212.25889755905,25.845,74.155,46575.85831207414,Medium
CAN,1968,180212.25889755905,25.338,74.662,45662.18215946351,Medium
CAN,1969,180212.25889755905,24.839,75.161,44762.92298756469,Medium
CAN,1970,180212.25889755905,24.346,75.654,43874.476551199725,Medium
CAN,1971,180212.25889755905,23.91,76.09,43088.75110240637,Medium
CAN,1972,180212.25889755905,24.029,75.971,43303.20369049446,Medium
CAN,1973,180212.25889755905,24.149,75.851,43519.458401171534,Medium
CAN,1974,13865.0,24.269,75.731,3364.89685,Low
CAN,1975,11859.0,24.389,75.611,2892.29151,Low
CAN,1976,16431.0,24.497,75.503,4025.10207,Low
CAN,1977,24851.0,24.457,75.543,6077.80907,Low
CAN,1978,29436.0,24.417,75.583,7187.3881200000005,Low
CAN,1979,33275.0,24.377,75.623,8111.446749999999,Low
CAN,1980,35880.0,24.337,75.663,8732.115600000001,Low
CAN,1981,37799.0,24.288,75.712,9180.62112,Low
CAN,1982,36167.0,24.126,75.874,8725.65042,Low
CAN,1983,45859.0,23.965,76.035,10990.10935,Low
CAN,1984,49255.0,23.805,76.195,11725.15275,Low
CAN,1985,57095.0,23.646,76.354,13500.6837,Medium
CAN,1986,67233.0,23.498,76.502,15798.410340000002,Medium
CAN,1987,72888.0,23.478,76.52199999999999,17112.644640000002,Medium
CAN,1988,78176.0,23.458,76.542,18338.52608,Medium
CAN,1989,75350.0,23.438,76.562,17660.533,Medium
CAN,1990,68837.0,23.418,76.582,16120.24866,Medium
CAN,1991,80122.0,23.38,76.62,18732.5236,Medium
CAN,1992,76021.0,23.113,76.887,17570.73373,Medium
CAN,1993,88620.0,22.848,77.152,20247.8976,Medium
CAN,1994,101730.0,22.586,77.414,22976.7378,Medium
CAN,1995,92306.0,22.325,77.675,20607.3145,Medium
CAN,1996,87516.0,22.049,77.951,19296.40284,Medium
CAN,1997,77857.0,21.66,78.34,16863.8262,Medium
CAN,1998,67463.0,21.276,78.724,14353.42788,Medium
CAN,1999,69331.0,20.897,79.10300000000001,14488.099069999998,Medium
CAN,2000,68679.0,20.522,79.47800000000001,14094.30438,Medium
CAN,2001,72354.0,20.19,79.81,14608.272600000002,Medium
CAN,2002,71251.0,20.112,79.888,14330.00112,Medium
CAN,2003,70653.0,20.033,79.967,14153.91549,Medium
CAN,2004,85270.0,19.955,80.045,17015.6285,Medium
CAN,2005,86830.0,19.878,80.122,17260.0674,Medium
CAN,2006,92419.0,19.787,80.213,18286.94753,Medium
CAN,2007,88190.0,19.604,80.396,17288.7676,Medium
CAN,2008,90585.0,19.422,80.578,17593.418700000002,Medium
CAN,2009,84992.0,19.242,80.758,16354.16064,Medium
CAN,2010,85527.0,19.063,80.937,16304.01201,Medium
CAN,2011,88291.0,18.904,81.096,16690.530639999997,Medium
CAN,2012,89492.0,18.863,81.137,16880.875959999998,Medium
CAN,2013,97584.0,18.822,81.178,18367.26048,Medium
CAN,2014,101583.0,18.782,81.218,19079.31906,Medium
CAN,2015,105209.8117405583,18.741,81.259,19717.37081829803,Medium
CAN,1960,180212.25889755905,30.939,69.061,55755.8707803158,Medium
CAN,1961,180212.25889755905,30.332,69.668,54661.982368807614,Medium
CAN,1962,180212.25889755905,29.506,70.494,53173.42911031377,Medium
CAN,1963,180212.25889755905,28.693,71.307,51708.303445476624,Medium
CAN,1964,180212.25889755905,27.893,72.107,50266.60537429615,Medium
CAN,1965,180212.25889755905,27.108,72.892,48851.93914195031,Medium
CAN,1966,180212.25889755905,26.358,73.642,47500.34720021861,Medium
CAN,1967,180212.25889755905,25.845,74.155,46575.85831207414,Medium
CAN,1968,180212.25889755905,25.338,74.662,45662.18215946351,Medium
CAN,1969,180212.25889755905,24.839,75.161,44762.92298756469,Medium
CAN,1970,180212.25889755905,24.346,75.654,43874.476551199725,Medium
CAN,1971,180212.25889755905,23.91,76.09,43088.75110240637,Medium
CAN,1972,180212.25889755905,24.029,75.971,43303.20369049446,Medium
CAN,1973,180212.25889755905,24.149,75.851,43519.458401171534,Medium
CAN,1974,279731.0,24.269,75.731,67887.91639,High
CAN,1975,273236.0,24.389,75.611,66639.52804,High
CAN,1976,293978.0,24.497,75.503,72015.79066,High
CAN,1977,316680.0,24.457,75.543,77450.42760000001,High
CAN,1978,336139.0,24.417,75.583,82075.05963,High
CAN,1979,353060.0,24.377,75.623,86065.4362,High
CAN,1980,367206.0,24.337,75.663,89366.92422,High
CAN,1981,380130.0,24.288,75.712,92325.9744,High
CAN,1982,376545.0,24.126,75.874,90845.2467,High
CAN,1983,396418.0,23.965,76.035,95001.5737,High
CAN,1984,424839.0,23.805,76.195,101132.92395,High
CAN,1985,446346.0,23.646,76.354,105542.97516,High
CAN,1986,455758.0,23.498,76.502,107094.01484,High
CAN,1987,482095.0,23.478,76.52199999999999,113186.2641,High
CAN,1988,490654.0,23.458,76.542,115097.61532,High
CAN,1989,483763.0,23.438,76.562,113384.37193999998,High
CAN,1990,467742.0,23.418,76.582,109535.82156,High
CAN,1991,493179.0,23.38,76.62,115305.2502,High
CAN,1992,504641.0,23.113,76.887,116637.67433,High
CAN,1993,516221.0,22.848,77.152,117946.17408,High
CAN,1994,538705.0,22.586,77.414,121671.9113,High
CAN,1995,543004.0,22.325,77.675,121225.643,High
CAN,1996,556135.0,22.049,77.951,122622.20615,High
CAN,1997,556398.0,21.66,78.34,120515.8068,High
CAN,1998,544088.0,21.276,78.724,115760.16288,High
CAN,1999,561047.0,20.897,79.10300000000001,117241.99159,High
